TransLvl,NameStr,MonType,AI,Level,lUndead,hUndead,demon,flying,Skill1,Sk1mode,Sk1lvl,Skill2,Sk2mode,Sk2lvl,Skill3,Sk3mode,Sk3lvl,Skill4,Sk4mode,Sk4lvl,Skill5,Sk5mode,Sk5lvl,Skill6,Sk6mode,Sk6lvl,Skill7,Sk7mode,Sk7lvl,Skill8,Sk8mode,Sk8lvl,ResDm,ResMa,ResFi,ResLi,ResCo,ResPo,ToBlock,minHP,maxHP,AC,Exp,A1MinD,A1MaxD,A1TH,TreasureClass1,TreasureClass2,TreasureClass3
2,Putrid Defiler3,putriddefiler,PutridDefiler,38,,,1,1,Impregnate,S1,1,,,,,,,,,,,,,,,,,,,,,,,,33,33,33,50,50,115,190,126,162,30,88,125,Act 5 Cast B,Act 5 Champ B,Act 5 Unique B
3,Putrid Defiler4,putriddefiler,PutridDefiler,39,,,1,1,Impregnate,S1,1,,,,,,,,,,,,,,,,,,,,,,,,33,33,33,50,50,114,189,126,166,29,89,126,Act 5 Cast B,Act 5 Champ B,Act 5 Unique B
4,Putrid Defiler5,putriddefiler,PutridDefiler,40,,,1,1,Impregnate,S1,1,,,,,,,,,,,,,,,,,,,,,,,,33,33,33,50,50,114,190,126,171,33,93,125,Act 5 Cast B,Act 5 Champ B,Act 5 Unique B
0,Pain Worm1,vilekind,VileDog,34,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,65,106,84,5,28,60,125,,,
1,Pain Worm2,vilekind,VileDog,35,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,64,106,84,5,32,60,126,,,
2,Pain Worm3,vilekind,VileDog,36,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,65,106,84,5,31,61,125,,,
3,Pain Worm4,vilekind,VileDog,37,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,65,107,84,5,31,61,126,,,
4,Pain Worm5,vilekind,VileDog,42,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,64,106,84,6,31,62,125,,,
0,Bunny,,Idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Council Member,councilmember,HighPriest,40,,,1,,Hydra,S1,4,ZakarumHeal,S1,4,,,,,,,,,,,,,,,,,,,,,,,,,39,190,379,84,225,53,121,93,Act 5 H2H B,Act 5 Champ B,Act 5 Unique B
0,VenomLord,megademon,Megademon,40,,,1,,MegademonInferno,S1,4,,,,,,,,,,,,,,,,,,,,,,,,70,,,70,50,190,379,101,239,57,97,125,Act 5 H2H B,Act 5 Champ B,Act 5 Unique B
0,Baal Crab to Stairs,demon,BaalToStairs,60,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,33,33,50,,,,,,,,,,,
0,Act 5 Hireling 1hs,human,Hireable,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,
1,Act 5 Hireling 2hs,human,Hireable,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,
0,Baal Tentacle,demon,BaalTentacle,34,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,65,106,84,,28,87,125,,,
1,Baal Tentacle,demon,BaalTentacle,35,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,64,106,84,,32,91,126,,,
2,Baal Tentacle,demon,BaalTentacle,36,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,65,106,84,,31,87,125,,,
3,Baal Tentacle,demon,BaalTentacle,37,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,65,107,84,,31,92,126,,,
4,Baal Tentacle,demon,BaalTentacle,42,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,64,106,84,,31,93,125,,,
0,Injured Barbarian 1,human,Idle,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Injured Barbarian 2,human,Idle,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Injured Barbarian 3,human,Idle,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Baal Crab Clone,demon,BaalCrabClone,60,,,1,,Baal Nova,S3,1,Baal Inferno,seq_baalinferno,1,Baal Tentacle,S2,1,Baal Cold Missiles,A1,1,Baal Clone Teleport,A1,1,Defense Curse,S3,3,Blood Mana,S3,3,,,,,,15,15,15,33,40,1901,1901,87,,106,179,251,,,
0,Baals Minion,demon,BaalMinion,55,,,1,,Smite,A2,1,,,,,,,,,,,,,,,,,,,,,,,,50,,50,95,50,472,660,87,634,30,92,251,Act 5 H2H C,Act 5 Champ C,Act 5 Unique C
1,Baals Minion,demon,BaalMinion,57,,,1,,Smite,A2,1,,,,,,,,,,,,,,,,,,,,,,,,50,,50,95,50,472,661,87,683,32,92,251,Act 5 H2H C,Act 5 Champ C,Act 5 Unique C
2,Baals Minion,demon,BaalMinion,60,,,1,,Smite,A2,1,,,,,,,,,,,,,,,,,,,,,,,,50,,50,95,50,476,666,87,763,30,90,251,Act 5 H2H C,Act 5 Champ C,Act 5 Unique C
0,Worldstone Effect,,Idle,,,,,,Baal Taunt,A1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,BurningDeadArcher,skeleton,SkeletonBow,32,,1,,,SkeletonRaise,seq_skeletonraise,1,,,,,,,,,,,,,,,,,,,,,,,,50,25,,100,15,70,100,100,95,3,17,115,Act 5 H2H A,Act 5 Champ A,Act 5 Unique A
2,BoneArcher,skeleton,SkeletonBow,35,,1,,,SkeletonRaise,seq_skeletonraise,1,,,,,,,,,,,,,,,,,,,,,,,,,25,50,110,23,70,100,100,95,3,17,115,Act 5 H2H A,Act 5 Champ A,Act 5 Unique A
3,BurningDeadArcher,skeleton,SkeletonBow,38,,1,,,SkeletonRaise,seq_skeletonraise,1,,,,,,,,,,,,,,,,,,,,,,,,50,25,,120,25,70,100,100,95,3,17,115,Act 5 H2H B,Act 5 Champ B,Act 5 Unique B
1,ReturnedArcher,skeleton,SkeletonBow,40,,1,,,SkeletonRaise,seq_skeletonraise,1,,,,,,,,,,,,,,,,,,,,,,,,,25,,130,35,70,100,100,95,3,17,115,Act 5 H2H B,Act 5 Champ B,Act 5 Unique B
4,HorrorArcher,skeleton,SkeletonBow,41,,1,,,SkeletonRaise,seq_skeletonraise,1,,,,,,,,,,,,,,,,,,,,,,,,33,33,33,140,48,70,100,100,95,10,25,115,Act 5 H2H C,Act 5 Champ C,Act 5 Unique C
4,Afflicted,bighead,Bighead,32,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,80,50,,15,80,130,80,100,50,100,100,Act 5 H2H A,Act 5 Champ A,Act 5 Unique A
1,Tainted,bighead,Bighead,34,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,80,33,,15,80,130,80,100,50,100,100,Act 5 H2H A,Act 5 Champ A,Act 5 Unique A
2,Misshapen,bighead,Bighead,37,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,80,50,,15,80,130,80,100,50,100,100,Act 5 H2H B,Act 5 Champ B,Act 5 Unique B
3,Disfigured,bighead,Bighead,39,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,80,50,,15,80,130,80,100,50,100,100,Act 5 H2H B,Act 5 Champ B,Act 5 Unique B
0,Damned,bighead,Bighead,41,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,80,75,33,15,80,130,80,100,50,100,100,Act 5 H2H C,Act 5 Champ C,Act 5 Unique C
0,MoonClan,goatman,Goatman,32,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,20,115,140,90,100,80,140,80,Act 5 H2H A,Act 5 Champ A,Act 5 Unique A
1,NightClan,goatman,Goatman,35,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,20,115,140,90,100,80,140,80,Act 5 H2H A,Act 5 Champ A,Act 5 Unique A
2,HellClan,goatman,Goatman,38,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,20,115,140,90,100,80,140,80,Act 5 H2H B,Act 5 Champ B,Act 5 Unique B
3,BloodClan,goatman,Goatman,40,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,30,60,,,,20,115,140,90,100,80,140,80,Act 5 H2H B,Act 5 Champ B,Act 5 Unique B
4,DeathClan,goatman,Goatman,41,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,30,30,,,,20,115,140,90,100,80,140,80,Act 5 H2H C,Act 5 Champ C,Act 5 Unique C
0,FoulCrow,foulcrow,BloodHawk,32,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,10,40,55,125,75,90,140,100,Act 5 H2H A,Act 5 Champ A,Act 5 Unique A
1,BloodHawk,foulcrow,BloodHawk,35,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,10,40,55,125,75,90,140,100,Act 5 H2H A,Act 5 Champ A,Act 5 Unique A
2,BlackRaptor,foulcrow,BloodHawk,38,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,10,40,55,125,75,90,140,100,Act 5 H2H B,Act 5 Champ B,Act 5 Unique B
3,CloudStalker,foulcrow,BloodHawk,40,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,30,,20,60,,,10,40,55,125,75,90,140,100,Act 5 H2H B,Act 5 Champ B,Act 5 Unique B
4,ClawViper,clawviper,ClawViperEx,32,,,,,Charge,seq_serpentcharge,5,,,,,,,,,,,,,,,,,,,,,,,,,50,50,50,20,70,95,115,100,30,60,120,Act 5 H2H A,Act 5 Champ A,Act 5 Unique A
4,PitViper,clawviper,ClawViperEx,35,,,,,Charge,seq_serpentcharge,5,,,,,,,,,,,,,,,,,,,,,,25,,50,,,,20,70,95,115,100,,,,Act 5 H2H A,Act 5 Champ A,Act 5 Unique A
0,Salamander,clawviper,ClawViperEx,38,,,,,Charge,seq_serpentcharge,5,,,,,,,,,,,,,,,,,,,,,,,,75,,60,,20,70,95,115,100,,,,Act 5 H2H B,Act 5 Champ B,Act 5 Unique B
1,TombViper,clawviper,ClawViperEx,40,,,,,Charge,seq_serpentcharge,5,,,,,,,,,,,,,,,,,,,,,,,,,60,,75,20,70,95,115,100,10,25,,Act 5 H2H B,Act 5 Champ B,Act 5 Unique B
1,SerpentMagus,clawviper,ClawViperEx,41,,,,,Charge,seq_serpentcharge,5,,,,,,,,,,,,,,,,,,,,,,,40,20,20,20,20,20,70,95,115,100,,,,Act 5 H2H C,Act 5 Champ C,Act 5 Unique C
0,Marauder,sandraider,SandRaider,33,,,,,Fire Hit,seq_sandraiderflurry,6,,,,,,,,,,,,,,,,,,,,,,,,80,50,,,35,120,150,100,120,80,110,150,Act 5 H2H A,Act 5 Champ A,Act 5 Unique A
1,Infidel,sandraider,SandRaider,36,,,,,Fire Hit,seq_sandraiderflurry,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,120,150,100,120,80,110,150,Act 5 H2H A,Act 5 Champ A,Act 5 Unique A
4,SandRaider,sandraider,SandRaider,39,,,,,Fire Hit,seq_sandraiderflurry,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,120,150,100,120,80,110,150,Act 5 H2H B,Act 5 Champ B,Act 5 Unique B
3,Invader,sandraider,SandRaider,40,,,,,Fire Hit,seq_sandraiderflurry,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,120,150,100,120,80,110,150,Act 5 H2H B,Act 5 Champ B,Act 5 Unique B
2,Assailant,sandraider,SandRaider,41,,,,,Fire Hit,seq_sandraiderflurry,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,120,150,100,120,80,110,150,Act 5 H2H C,Act 5 Champ C,Act 5 Unique C
0,Death Mauler1,deathmauler,DeathMauler,32,,,,,DeathMaul,seq_deathmaulerdig,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,123,152,126,153,51,76,251,Act 5 H2H A,Act 5 Champ A,Act 5 Unique A
0,QuillRat,quillrat,QuillRat,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,90,120,84,71,51,101,101,Quill 1,Act 1 Champ A,Act 1 Unique A
1,SpikeFiend,quillrat,QuillRat,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,90,120,84,71,51,101,101,Quill 1,Act 1 Champ A,Act 1 Unique A
4,RazorSpine,quillrat,QuillRat,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,90,120,84,71,51,101,101,Quill 1,Act 1 Champ A,Act 1 Unique A
0,CarrionBird,vulture,Vulture,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,67,107,84,83,91,121,94,Swarm 1,Act 2 Champ A,Act 2 Unique A
0,ThornedHulk,thornhulk,ThornHulk,27,,,,,MonFrenzy,A2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,152,247,84,133,89,148,93,Act 5 H2H A,Act 5 Champ A,Act 5 Unique A
0,Slinger,pantherwoman,PantherJavelin,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,53,86,58,67,47,116,93,Act 5 H2H A,Act 5 Champ A,Act 5 Unique A
1,Slinger,pantherwoman,PantherJavelin,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,53,86,58,67,47,116,93,Act 5 H2H A,Act 5 Champ A,Act 5 Unique A
1,Slinger,pantherwoman,PantherJavelin,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,53,86,58,67,47,116,93,Act 5 H2H A,Act 5 Champ A,Act 5 Unique A
1,VileArcher,corruptrogue,CorruptArcher,5,,,1,,MonBow,A1,1,MonFireArrow,A1,9,MonExplodingArrow,A1,7,,,,,,,,,,,,,,,,,,,,,,15,93,131,84,91,30,60,255,Act 5 H2H A,Act 5 Champ A,Act 5 Unique A
2,DarkArcher,corruptrogue,CorruptArcher,5,,,1,,MonBow,A1,1,MonColdArrow,A1,9,MonFreezingArrow,A1,7,,,,,,,,,,,,,,,,,,,,,,15,93,131,84,91,30,60,255,Act 5 H2H A,Act 5 Champ A,Act 5 Unique A
1,VileLancer,corruptrogue,CorruptLancer,5,,,1,,Jab,seq_crlancerjab,3,MonPowerStrike,A1,9,,,,,,,,,,,,,,,,,,,,,,,,,6,85,124,84,91,76,151,91,Act 5 H2H A,Act 5 Champ A,Act 5 Unique A
2,DarkLancer,corruptrogue,CorruptLancer,5,,,1,,Jab,seq_crlancerjab,3,MonIceSpear,A1,5,,,,,,,,,,,,,,,,,,,,,,,,,6,85,124,84,91,76,151,91,Act 5 H2H A,Act 5 Champ A,Act 5 Unique A
3,BlackLancer,corruptrogue,CorruptLancer,5,,,1,,Jab,seq_crlancerjab,3,MonPowerStrike,A1,9,,,,,,,,,,,,,,,,,,,,,,,,,6,85,124,84,91,76,151,91,Act 5 H2H A,Act 5 Champ A,Act 5 Unique A
0,Blunderbore,blunderbore,PinHead,18,,,1,,Smite,seq_pinheadsmite,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,108,193,84,114,76,134,160,Act 5 H2H A,Act 5 Champ A,Act 5 Unique A
2,Mauler,blunderbore,PinHead,18,,,1,,Smite,seq_pinheadsmite,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,108,193,84,114,76,134,160,Act 5 H2H A,Act 5 Champ A,Act 5 Unique A
1,ReturnedMage,skeleton,SkeletonMage,8,1,,,,SkeletonRaise,seq_skeletonraise,1,,,,,,,,,,,,,,,,,,,,,,,,30,,,50,15,56,84,84,56,,,,Act 5 Cast A,Act 5 Champ A,Act 5 Unique A
3,BurningDeadMage,skeleton,SkeletonMage,8,1,,,,SkeletonRaise,seq_skeletonraise,1,,,,,,,,,,,,,,,,,,,,,,,,30,,,50,15,56,84,84,56,,,,Act 5 Cast A,Act 5 Champ A,Act 5 Unique A
1,ReturnedMage,skeleton,SkeletonMage,8,1,,,,SkeletonRaise,seq_skeletonraise,1,,,,,,,,,,,,,,,,,,,,,,,,,30,,50,15,56,84,84,56,,,,Act 5 Cast A,Act 5 Champ A,Act 5 Unique A
3,HorrorMage,skeleton,SkeletonMage,8,1,,,,SkeletonRaise,seq_skeletonraise,1,,,,,,,,,,,,,,,,,,,,,,,,,30,,50,15,56,84,84,56,,,,Act 5 Cast A,Act 5 Champ A,Act 5 Unique A
2,BoneMage,skeleton,SkeletonMage,15,1,,,,SkeletonRaise,seq_skeletonraise,1,,,,,,,,,,,,,,,,,,,,,,,,,,30,50,15,56,84,84,56,,,,Act 5 Cast A,Act 5 Champ A,Act 5 Unique A
4,HorrorMage,skeleton,SkeletonMage,17,1,,,,SkeletonRaise,seq_skeletonraise,1,,,,,,,,,,,,,,,,,,,,,,,,,,,70,17,56,81,84,55,,,,Act 2 Cast B,Act 2 Champ B,Act 2 Unique B
0,HorrorMage,skeleton,SkeletonMage,17,1,,,,SkeletonRaise,seq_skeletonraise,1,,,,,,,,,,,,,,,,,,,,,,,,,,,70,17,56,81,84,55,,,,Act 2 Cast B,Act 2 Champ B,Act 2 Unique B
0,Huntress,pantherwoman,PantherWoman,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,57,97,64,71,51,121,94,Act 5 H2H A,Act 5 Champ A,Act 5 Unique A
1,SaberCat,pantherwoman,PantherWoman,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,57,97,64,71,51,121,94,Act 5 H2H A,Act 5 Champ A,Act 5 Unique A
1,CaveLeaper,sandleaper,SandLeaper,15,,,,,MonLeap,seq_leaperleap,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,66,194,84,94,61,121,94,Act 5 H2H A,Act 5 Champ A,Act 5 Unique A
3,TombCreeper,sandleaper,SandLeaper,15,,,,,MonLeap,seq_leaperleap,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,66,194,84,94,61,121,94,Act 5 H2H A,Act 5 Champ A,Act 5 Unique A
0,Ghost,wraith,Wraith,15,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,50,8,83,165,84,93,61,121,94,Act 1 Wraith B,Act 5 Champ A,Act 5 Unique A
0,Wraith,wraith,Wraith,15,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,50,8,83,165,84,93,61,121,94,Act 1 Wraith B,Act 5 Champ A,Act 5 Unique A
0,Specter,wraith,Wraith,15,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,50,8,83,165,84,93,61,121,94,Act 1 Wraith B,Act 5 Champ A,Act 5 Unique A
0,Succubusexp,succubus,Succubus,42,,,1,1,,,,,,,Defense Curse,S2,3,Blood Mana,S2,3,SuccubusBolt,S2,1,,,,,,,,,,,,,,,,50,95,152,107,159,47,85,125,Act 5 H2H A,Act 5 Champ A,Act 5 Unique A
2,Hell Temptress,succubus,Succubus,42,,,1,1,,,,,,,Defense Curse,S2,3,Blood Mana,S2,3,SuccubusBolt,S2,1,,,,,,,,,,,,,,,,50,95,152,107,159,47,85,125,Act 5 H2H A,Act 5 Champ A,Act 5 Unique A
3,Dominus,succubus,SuccubusWitch,42,,,1,1,Amplify Damage,S2,3,Weaken,S2,3,Defense Curse,S2,3,Blood Mana,S2,3,SuccubusBolt,S2,3,,,,,,,,,,,,,,80,,50,95,152,107,161,47,85,138,Act 5 Cast A,Act 5 Champ A,Act 5 Unique A
4,Hell Witch,succubus,SuccubusWitch,42,,,1,1,Amplify Damage,S2,3,Weaken,S2,3,Defense Curse,S2,3,Blood Mana,S2,3,SuccubusBolt,S2,3,,,,,,,,,,,,,,80,,50,95,152,107,161,47,85,138,Act 5 Cast A,Act 5 Champ A,Act 5 Unique A
1,VileWitch,succubus,SuccubusWitch,42,,,1,1,Amplify Damage,S2,3,Weaken,S2,3,Defense Curse,S2,3,Blood Mana,S2,3,SuccubusBolt,S2,3,,,,,,,,,,,,,,80,,50,95,152,107,161,47,85,138,Act 5 Cast A,Act 5 Champ A,Act 5 Unique A
0,Gloam,willowisp,WillOWisp,42,1,,,1,Chain Lightning,SC,4,,,,,,,,,,,,,,,,,,,,,,70,,,80,,,28,44,87,84,82,34,151,93,Act 4 Wraith B,Act 5 Champ A,Act 5 Unique A
3,BlackSoul,willowisp,WillOWisp,42,1,,,1,Chain Lightning,SC,4,,,,,,,,,,,,,,,,,,,,,,70,,,80,,,28,44,87,84,82,34,151,93,Act 4 Wraith B,Act 5 Champ A,Act 5 Unique A
0,BurningSoul,willowisp,WillOWisp,42,1,,,1,Chain Lightning,SC,4,,,,,,,,,,,,,,,,,,,,,,70,,,80,,,28,44,87,84,82,34,151,93,Act 4 Wraith B,Act 5 Champ A,Act 5 Unique A
1,Carver,fallen,Fallen,40,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,50,50,50,50,50,50,49,21,55,84,93,45,93,93,Act 5 H2H A,Act 5 Champ A,Act 5 Unique A
2,Devilkin,fallen,Fallen,40,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,50,50,50,50,50,50,49,21,55,84,93,45,93,93,Act 5 H2H A,Act 5 Champ A,Act 5 Unique A
0,DarkOne,fallen,Fallen,40,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,50,50,50,50,50,50,49,21,55,84,93,45,93,93,Act 5 H2H A,Act 5 Champ A,Act 5 Unique A
1,CarverShaman,fallen,FallenShaman,40,,,1,,Resurrect,seq_shamanresurrect,1,ShamanIce,seq_shamanresurrect,1,,,,,,,,,,,,,,,,,,,,20,70,,,,39,65,107,84,125,53,121,93,Act 5 Cast A,Act 5 Champ A,Act 5 Unique A
2,DevilkinShaman,fallen,FallenShaman,40,,,1,,Resurrect,seq_shamanresurrect,1,ShamanFireEx,seq_shamanresurrect,1,,,,,,,,,,,,,,,,,,,,20,70,,,,39,65,107,84,125,53,121,93,Act 5 Cast A,Act 5 Champ A,Act 5 Unique A
0,DarkShaman,fallen,FallenShaman,40,,,1,,Resurrect,seq_shamanresurrect,1,ShamanFireEx,seq_shamanresurrect,1,,,,,,,,,,,,,,,,,,,,20,70,,,,39,65,107,84,125,53,121,93,Act 5 Cast A,Act 5 Champ A,Act 5 Unique A
2,BoneWarrior,skeleton,Skeleton,14,1,,,,SkeletonRaise,seq_skeletonraise,1,,,,,,,,,,,,,,,,,,,,,,,20,,60,,50,30,94,131,84,85,41,101,94,Act 2 H2H A,Act 2 Champ A,Act 2 Unique A
1,Returned,skeleton,Skeleton,14,1,,,,SkeletonRaise,seq_skeletonraise,1,,,,,,,,,,,,,,,,,,,,,,,20,,60,,50,30,94,131,84,85,41,101,94,Act 2 H2H A,Act 2 Champ A,Act 2 Unique A
1,Gloombat,batdemon,BatDemon,27,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,43,151,84,89,65,101,93,Act 3 H2H C,Act 3 Champ C,Act 3 Unique C
0,Fiend,batdemon,BatDemon,27,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,43,151,84,89,65,101,93,Act 3 H2H C,Act 3 Champ C,Act 3 Unique C
2,Blood Lord1,bloodlord,BloodLord,36,,,,,BloodLordFrenzy,A2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,284,379,126,260,66,148,188,Act 5 H2H C,Act 5 Champ C,Act 5 Unique C
3,Blood Lord4,bloodlord,BloodLord,36,,,,,BloodLordFrenzy,A2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,284,379,126,260,66,148,188,Act 5 H2H B,Act 5 Champ B,Act 5 Unique B
2,Scarab,scarab,Scarab,24,,,,,Jab,seq_scarabjab,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,67,111,85,83,51,151,92,Act 3 H2H B,Act 3 Champ B,Act 3 Unique B
0,SteelWeevil,scarab,Scarab,24,,,,,Jab,seq_scarabjab,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,67,111,85,83,51,151,92,Act 3 H2H B,Act 3 Champ B,Act 3 Unique B
1,Flayer,fetish,Fetish,24,,,1,,SkeletonRaise,seq_fethisraise,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,65,107,85,79,69,101,92,Act 3 H2H B,Act 3 Champ B,Act 3 Unique B
0,StygianDoll,fetish,Fetish,24,,,1,,SkeletonRaise,seq_fethisraise,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,65,107,85,79,69,101,92,Act 3 H2H B,Act 3 Champ B,Act 3 Unique B
2,SoulKiller,fetish,Fetish,24,,,1,,SkeletonRaise,seq_fethisraise,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,65,107,85,79,69,101,92,Act 3 H2H B,Act 3 Champ B,Act 3 Unique B
1,Flayer,fetish,FetishBlowgun,24,,,1,,SkeletonRaise,seq_fethisraise,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,65,107,85,65,,,125,Act 3 H2H B,Act 3 Champ B,Act 3 Unique B
0,StygianDoll,fetish,FetishBlowgun,24,,,1,,SkeletonRaise,seq_fethisraise,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,65,107,85,65,,,125,Act 3 H2H B,Act 3 Champ B,Act 3 Unique B
2,SoulKiller,fetish,FetishBlowgun,24,,,1,,SkeletonRaise,seq_fethisraise,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,65,107,85,65,,,125,Act 3 H2H B,Act 3 Champ B,Act 3 Unique B
1,FlayerShaman,fetish,FetishShaman,24,,,1,,FetishInferno,A1,11,FetishAura,A1,5,Resurrect2,seq_fetishres,1,,,,,,,,,,,,,,,,,,,,,,24,65,107,85,77,,,,Act 3 Cast B,Act 3 Champ B,Act 3 Unique B
0,StygianDollShaman,fetish,FetishShaman,24,,,1,,FetishInferno,A1,11,FetishAura,A1,5,Resurrect2,seq_fetishres,1,,,,,,,,,,,,,,,,,,,,,,24,65,107,85,77,,,,Act 3 Cast B,Act 3 Champ B,Act 3 Unique B
2,SoulKillerShaman,fetish,FetishShaman,24,,,1,,FetishInferno,A1,11,FetishAura,A1,5,Resurrect2,seq_fetishres,1,,,,,,,,,,,,,,,,,,,,,,24,65,107,85,77,,,,Act 3 Cast B,Act 3 Champ B,Act 3 Unique B
4,TempleGuard,baboon,Baboon,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,107,151,85,97,51,151,92,Act 3 H2H B,Act 3 Champ B,Act 3 Unique B
3,TempleGuard,baboon,Baboon,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,107,151,85,97,51,151,92,Act 3 H2H B,Act 3 Champ B,Act 3 Unique B
4,Guardian,unraveler,GreaterMummy,40,,1,,,Resurrect2,seq_mummyres,1,Bestow,seq_mummyres,1,UnHolyBoltEx,seq_mummyres,1,,,,,,,,,,,,,,,,,,,,,50,39,192,235,84,211,121,153,93,Act 5 Cast B,Act 5 Champ B,Act 5 Unique B
2,Unraveler,unraveler,GreaterMummy,40,,1,,,Resurrect2,seq_mummyres,1,Bestow,seq_mummyres,1,UnHolyBoltEx,seq_mummyres,1,,,,,,,,,,,,,,,,,,,,,50,39,192,235,84,211,121,153,93,Act 5 Cast B,Act 5 Champ B,Act 5 Unique B
4,Horadrim Ancient,unraveler,GreaterMummy,40,,1,,,Resurrect2,seq_mummyres,1,Bestow,seq_mummyres,1,UnHolyBoltEx,seq_mummyres,1,,,,,,,,,,,,,,,,,,,,,50,39,192,235,84,211,121,153,93,Act 5 Cast B,Act 5 Champ B,Act 5 Unique B
